Feature A,Feature B,Feature C,Feature D,Feature E,Feature F,Feature G,Feature H,Feature I,Feature J,Feature K,Feature L
2154.229661,13280.01654,1563.777523,2546.237328,1696.976901,42.96240352,856.0230433,4.716394842,4.433850463,15.62958568,45.50640624,43.18334695
2277.986378,12856.53351,1528.59898,2446.596083,1676.70098,42.25279083,838.6851681,5.01081306,4.517173521,15.37584564,43.05994758,46.83074131
2205.385995,13658.89627,1554.441267,2370.993753,1569.48571,45.99903739,894.0252111,4.560617335,4.607807815,15.58634298,42.36273458,45.21449061
2245.421714,13154.72765,1531.128741,2548.973936,1585.66884,43.07601137,901.2512673,4.679702258,4.621003627,15.82668964,42.48746609,43.38113782
2295.251052,13561.31539,1546.507106,2395.385714,1535.263657,45.93322022,890.8272248,4.663124305,4.534700539,15.07765346,44.79297941,46.73688283
2129.170796,13917.78131,1578.045546,2547.070661,1622.763168,44.21783995,913.489173,4.85750217,4.510476115,14.79573155,45.56550238,46.8050617
2217.087526,13094.00415,1527.219516,2471.107913,1621.930479,45.65067872,892.7469018,4.807907999,4.745980129,15.11884771,42.34290556,43.16672204
2136.019218,13637.80274,1550.329899,2526.485408,1629.444108,44.27359765,869.9102169,4.673103474,4.376037691,14.77802162,45.48337899,43.53104148
2107.200924,12775.32631,1554.195478,2460.670241,1597.101987,43.42576763,835.0358717,4.967905137,4.775110149,15.11324602,43.80194002,46.33342368
2259.579208,13587.04435,1589.1244,2502.452007,1569.703975,45.59266923,846.5562331,4.69425886,4.72126505,14.73235936,45.56955924,44.96321141
2279.419909,13744.37468,1488.396038,2625.728264,1606.575881,45.35032892,869.1041512,4.701807172,4.798489358,15.63007334,42.26481616,44.00328893
2212.421731,12833.11983,1625.295211,2442.406938,1678.870881,46.00148521,889.9044976,4.566878946,4.560886141,15.44652093,42.59522754,46.01331141
2277.078246,13789.60895,1513.309845,2583.125596,1683.485917,42.95229432,918.9547856,4.675601923,4.631731589,15.68061949,42.72645965,43.62503497
2260.847974,12784.61637,1568.382001,2398.054437,1622.254298,42.97332922,851.3011208,5.00072813,4.685018218,15.02550428,45.10853982,46.59556788
2282.910397,13211.17267,1531.060311,2563.739783,1597.781073,42.72269552,894.2712822,4.6179704,4.747878079,15.90458376,43.35807479,45.88984163
2226.769428,13098.25332,1637.835875,2609.511769,1638.224772,46.00398174,871.498609,4.77280652,4.408551902,15.50925828,43.60646109,44.87200511
2301.839992,12713.25667,1555.696028,2564.140191,1629.970913,42.45756754,874.8772635,4.680873017,4.733633262,15.1174613,43.73806118,43.18472144
2246.873859,12862.33764,1557.334936,2492.414677,1583.934722,45.79732845,872.3773748,4.73722601,4.491406109,14.7485506,44.5779691,44.75269262
2106.493633,13395.36153,1539.608324,2576.60152,1577.085183,42.40529487,854.2800281,4.982015575,4.70359661,15.76414606,44.25100794,43.53990312
2309.399665,13167.30665,1613.218726,2380.637179,1615.018967,46.06099499,867.9110371,4.694564834,4.579599338,15.89070429,43.9935933,46.59258828
2224.157925,12796.46073,1599.885711,2392.698028,1593.348701,43.57243091,911.0900106,4.664061877,4.566648408,15.81038888,45.6704673,43.67878595
2323.938678,13661.80249,1494.678594,2419.396488,1668.61234,45.86203538,878.2669211,4.615214297,4.451326686,14.92006698,45.60563652,45.82627833
2264.966642,13479.72976,1581.06925,2416.424834,1590.508072,45.70680936,893.933937,4.865613621,4.437571234,15.34615042,42.46583304,43.26685992
2181.90648,13190.91899,1496.423452,2494.353092,1712.545722,45.90238043,864.9859583,4.923732073,4.426094979,15.15806815,45.70031417,44.69538503
2139.951069,13827.48335,1535.256164,2575.567208,1738.352132,45.79519727,886.8659837,4.918770985,4.59748142,14.7622115,45.16086326,44.55798806
2116.43131,13461.26783,1569.237896,2524.947599,1774.082954,45.93374825,854.3039889,4.677082781,4.77049463,15.49501978,44.51251097,46.21195838
2163.699006,12801.2147,1527.84176,2593.1475,1787.687949,45.76049469,838.5321608,4.939761054,4.742471131,14.80753026,45.06850038,43.56499107
2268.144061,12846.11819,1503.348483,2408.567614,1725.466692,41.96676135,842.2995952,4.826757489,4.762787305,15.15305221,45.58766387,47.31461502
2102.770785,13035.03542,1534.157182,2484.247147,1663.833769,44.35163409,837.7922072,4.60169778,4.478662983,14.5944556,45.55894684,43.82225684
2283.475081,13568.908,1530.748342,2508.942865,1773.237008,46.11742451,892.449422,5.008210413,4.765612723,15.06861301,45.78908403,47.11629631
2251.546484,12963.62227,1474.849127,2609.249085,1735.045097,45.95699427,874.4887768,4.868651204,4.586466362,15.92796381,43.41801324,45.18784177
2131.583671,12939.93084,1515.132134,2450.854603,1667.445404,44.18940907,902.678065,4.77381903,4.772627348,15.00416516,45.85405378,45.89403227
2283.53917,13605.97367,1618.949559,2440.044678,1720.373497,45.19082219,826.4064231,4.796995393,4.46182844,16.01254872,43.1544752,44.2239464
2276.081249,12657.24049,1626.263547,2494.19427,1654.612631,42.69925119,899.3026689,4.587561699,4.456850806,15.64219083,44.79149546,45.46335618
2232.408129,13092.95288,1561.090475,2604.068068,1511.853561,42.9810361,839.4766244,4.920005274,4.576047556,14.66746652,46.23797804,46.60300883
2098.208323,13330.96603,1582.866889,2416.46036,1615.653191,45.71664756,834.0936522,4.714883215,4.473554231,14.94907712,43.72884034,43.41172824
2238.340565,13669.15237,1593.774571,2403.612858,1564.745331,43.17723573,885.8164485,4.864770242,4.400067671,15.06048461,45.00312049,45.71617261
2134.95594,12761.01662,1580.4365,2471.364084,1546.756417,45.56944106,865.8267372,4.922213903,4.63500956,15.26543515,43.84872872,46.53197434
2172.654814,13101.13797,1525.999332,2378.778719,1542.564766,42.83334279,874.6294384,4.562149459,4.417181879,15.76258239,44.05255814,44.97884569
2308.285072,13215.31596,1567.262154,2606.42403,1557.540727,42.52054989,886.0713025,4.590623594,4.633647231,15.22269211,43.02109773,45.71214163
2307.240604,12770.69514,1507.613784,2529.39668,1571.102528,42.84635494,864.3439861,4.609395388,4.428681924,15.70496955,45.9693024,46.60434684
2298.14617,13216.89444,1485.237251,2471.965957,1581.345991,45.06584595,894.7558069,4.839848858,4.646586395,15.56247361,44.73965016,46.06840227
2213.27321,13388.89263,1601.289159,2535.66452,1718.817052,44.99237603,867.4431642,4.819724241,4.442939236,14.98205133,46.44364568,45.66643538
2217.381641,13149.18624,1607.078508,2479.85111,1651.147973,42.76564717,835.5661784,4.657290288,4.7949548,15.37912941,44.12134908,45.96931303
2245.245336,13094.98463,1550.28304,2410.876864,1692.047638,42.29165734,870.3656877,4.839542762,4.565499869,15.68397959,44.36954898,43.12973346
2102.325018,13460.22728,1497.059137,2570.823203,1707.489352,43.74243631,866.7496,5.006878482,4.803982871,15.25299998,44.59375388,43.25433268
2165.004001,13572.36761,1554.756349,2586.652202,1748.07687,46.42499853,821.4644888,4.69072302,4.805919546,15.6365967,46.41556138,45.31535692
2281.33055,12998.03363,1546.31296,2478.727966,1756.075619,42.30216363,853.0680236,4.824088443,4.747855414,15.91081276,43.67268564,45.25994599
2196.180913,12871.4419,1580.910092,2475.996253,1793.008207,43.26907671,878.275556,4.782980395,4.807836806,15.67989119,44.3755256,46.72900458
2132.17242,12981.30506,1537.285026,2503.619121,1621.088122,45.92642358,836.3381163,4.587927757,4.591046875,15.81108738,45.48971018,44.12991127
2225.682063,13773.4373,1549.246802,2507.851678,1674.8356,42.60569948,840.2526985,4.643615142,4.388259495,15.49988973,43.47479645,47.25456582
2142.751966,12973.97008,1508.005425,2492.3885,1681.525863,43.96567609,856.6796402,4.843237226,4.534289044,15.32118161,42.49564863,46.95350571
2302.533994,13549.52513,1588.87431,2582.967137,1553.5946,46.11717427,879.1928339,4.730299126,4.437555716,15.64399733,44.71708068,45.11477075
2170.096751,13684.8243,1473.877919,2413.650847,1525.475775,43.70950808,828.9507467,4.998429975,4.462704472,15.32085922,43.85913527,43.49879115
2222.084084,13533.13192,1479.146523,2388.007899,1530.434132,44.15099431,819.5984291,4.613901121,4.598337383,15.72406536,42.54442717,45.46901757
2098.093304,13264.16059,1561.727754,2416.100613,1597.058225,44.70575247,865.344375,4.781306607,4.63595657,15.05436547,44.03189152,46.44751292
2213.159495,12972.88132,1493.872217,2597.196302,1597.256976,44.29677072,836.8430813,4.646362181,4.396491931,15.02040064,43.72421557,44.72285433
2296.515731,13351.25546,1545.400262,2450.675117,1545.6833,45.65592613,826.6966812,4.573128115,4.750573753,14.88140108,45.11493723,46.4236011
2107.057728,13511.1208,1514.548583,2500.583663,1604.447439,43.31072421,851.1029994,4.695181992,4.666220994,15.5208861,43.40660101,43.60987805
2305.342962,13651.9174,1551.408138,2480.955095,1672.8009,43.41772986,861.2739148,4.71757001,4.453179124,15.95214133,45.1747804,46.61673026
2173.99362,13085.33309,1492.096303,2417.902649,1655.408069,46.60227017,837.7966888,4.605444052,4.588922113,15.61963039,44.99598021,44.80164612
2125.838081,13085.01572,1487.538965,2476.787038,1684.062409,45.61586102,870.6614579,4.906526247,4.697698506,15.90785896,43.29628461,46.33582508
2271.534412,12690.2046,1573.047289,2430.620548,1633.717266,45.96511786,883.7403839,4.970704306,4.613964308,14.67803682,42.88165474,46.49455165
2188.53101,13719.08649,1528.774263,2448.645199,1669.92553,45.41128657,840.7846533,4.909495896,4.412295552,15.48224098,44.36262358,43.8179208
2134.690057,12872.12734,1598.389378,2505.952134,1637.692079,43.64546829,854.3898719,4.753386078,4.540056934,15.78353971,43.97747736,46.62531762
2121.446527,12829.44523,1526.689859,2596.797341,1566.15124,43.19436194,887.4879446,4.965049828,4.480199963,15.16469522,42.86267384,43.72505675
2118.965334,13722.74521,1565.374375,2469.516249,1445.724972,45.75360073,825.9628932,4.984347713,4.644025831,15.15417967,46.30728128,45.81681338
2118.256467,13538.79207,1583.359066,2447.807061,1563.984123,46.01426905,884.1157094,4.685252934,4.659829992,15.46236578,42.62710287,44.05261249
2107.502165,12707.83899,1551.911376,2398.466262,1548.692786,42.99180698,880.1798334,4.922691986,4.753458585,15.25392882,44.87030104,46.33602426
2268.210335,13644.09427,1559.744063,2585.497194,1591.85137,43.34991517,842.5148416,4.557128728,4.53469089,15.7571284,42.58739765,43.0767122
2099.16762,12745.3046,1572.419881,2412.863642,1658.082145,46.73297357,857.0589128,4.73296737,4.607180427,15.75576878,43.89452607,46.76930163
2308.15413,13110.93202,1603.89713,2525.212808,1656.126748,45.60144092,901.4845048,4.643010584,4.596460221,15.56011318,42.91197618,43.80370003
2161.884752,13419.52654,1492.488461,2438.470457,1646.217988,43.39855985,901.9638704,4.873744532,4.669916634,15.49842918,45.53313577,46.68513749
2177.642655,13392.63244,1569.112925,2570.04892,1795.337859,46.21289725,823.7714583,4.667211632,4.382382526,14.99367378,45.44035274,46.45395343
2301.012659,13372.96083,1498.041089,2436.247593,1837.343411,46.76685405,856.6174101,4.792959741,4.406695049,15.1488043,43.65586996,46.22258735
2179.853281,13768.41832,1502.140145,2520.970378,1832.988648,45.50504985,832.209869,5.010874188,4.681069546,14.79519389,42.83265665,46.7849122
2207.923181,13224.90681,1626.712998,2598.105015,1721.036409,43.27180215,868.982618,4.932178212,4.48847309,15.47120679,45.04231874,45.5633215
2269.967327,13689.17839,1617.112698,2380.120214,1712.852744,44.64977854,829.855834,4.683948687,4.756933186,15.75791968,42.66824242,47.45052733
2231.598394,13155.75898,1571.9236,2564.976741,1733.776896,45.38799792,823.2482128,4.892858817,4.664131314,15.44476734,45.77193234,44.79422005
2198.773064,13475.26825,1571.466917,2436.74534,1694.88148,46.40814249,890.8657257,4.591105098,4.807586849,15.79559971,45.41064768,46.2707848
2141.55039,13849.51034,1563.414802,2578.066681,1696.413825,45.71410062,871.3427867,4.806411251,4.508868289,15.09934278,43.75224888,45.60107739
2228.590073,13983.36188,1540.79462,2601.814628,1704.990253,42.87112761,839.3189997,4.969592579,4.402894937,15.32653489,44.53413534,43.14592328
2145.898835,13474.46822,1500.380005,2620.734605,1658.388079,44.61718612,873.2874282,4.658380316,4.654820677,15.96369591,44.60942422,45.84993366
2280.985275,13120.45849,1491.48385,2503.363306,1679.15761,42.80468082,889.8087527,4.575885584,4.6516636,16.0472506,43.80132059,47.16208981
2206.186494,13376.20725,1513.687473,2423.371737,1750.201272,42.78426544,824.7808822,4.714159036,4.628766692,14.89800755,45.16314751,45.76204147
2225.946825,13639.46351,1467.53532,2614.470513,1768.022801,43.8601465,848.6285138,4.59769764,4.673499312,15.7407754,44.19993652,43.87838526
2286.174053,12993.04289,1514.951926,2604.030637,1837.826767,42.77129529,879.6869229,4.87555898,4.739449989,15.64586317,44.56319375,43.70483515
2290.358478,13199.07304,1597.624096,2425.557412,1883.354809,45.70854294,888.4786705,5.005436588,4.790199736,14.68901197,44.33121955,45.05097488
2300.951766,13678.05023,1479.391563,2594.54797,1954.40378,43.39463505,839.7874266,4.910722513,4.449007516,15.70969915,44.33305784,43.69865853
2213.941954,13697.55218,1476.680727,2505.948817,1897.066954,46.18903904,881.6179514,4.617174468,4.550848335,14.96229897,45.07902029,46.01335275
2280.335808,12993.20651,1578.138087,2570.056378,1953.403161,43.01211965,839.0845117,4.982193967,4.786226225,14.83437624,44.49551239,43.92054794
2260.311624,13153.43456,1538.951297,2586.055991,1911.168834,46.65486927,877.0222026,4.987443087,4.526207916,14.892698,44.53970319,46.79000367
2304.560431,13472.50599,1634.810389,2438.473604,1818.200788,46.44915714,880.5271541,4.985252905,4.652860471,15.42898176,44.25855112,44.64499044
2118.827237,12613.3158,1536.212575,2495.226742,1746.485971,43.14286967,836.3980951,4.645423741,4.386973655,15.53340686,44.47263777,44.97401985
2160.69825,13877.87472,1537.033378,2425.013851,1575.069758,46.22265525,864.2202982,4.76326393,4.519464396,15.32571185,44.67526262,44.78180377
2271.132197,13327.26828,1517.445046,2521.340015,1524.850721,43.59984796,824.508909,4.908452625,4.708331286,15.09545481,46.2890233,44.35151908
2149.830429,13619.29821,1468.10738,2425.796914,1517.260367,44.9149373,871.333755,4.936822363,4.491494333,14.8154564,45.81247541,45.21660262
2167.312087,13130.79644,1581.257819,2421.321943,1528.287928,45.62390027,863.7689177,4.975559931,4.735541647,16.11410314,44.46164671,45.90113089
2306.539175,12763.33549,1483.622921,2425.2972,1632.486519,46.42874184,881.9582678,4.777132392,4.639600654,15.40678733,42.36254335,44.07377179
2241.423471,12792.63515,1483.002628,2515.620745,1615.512787,45.51237418,850.901928,4.878220349,4.5075218,15.07524956,46.34090476,44.39683678
2125.458507,12781.39754,1610.328768,2556.701165,1550.308676,44.34396126,874.8995249,4.830246962,4.555205307,15.89644193,45.79870756,43.40309798
2304.898243,13221.63566,1584.879199,2531.628736,1669.339226,47.85503337,902.5263183,4.854797101,4.788116041,15.78655432,44.05176349,47.19840885
2106.570815,13304.73699,1579.589577,2405.744063,1630.141263,45.20332553,915.5592185,4.63637383,4.743905817,15.36491838,46.12381954,46.48139805
2161.437164,13618.9467,1514.833376,2502.610186,1769.277167,45.6749334,861.1714201,4.611522735,4.723453091,14.96281105,42.30031719,45.49516399
2298.464053,12873.98223,1493.577902,2597.733667,1806.563076,46.48041544,856.2057096,4.764982558,4.798401553,14.81337209,45.78761585,45.52754127
2231.150181,13162.19018,1511.507728,2528.629385,1676.346907,47.40041482,903.5171841,4.965315032,4.435533224,15.86231241,44.30498779,46.02791433
2129.076925,12544.80388,1480.65406,2510.38848,1842.833686,46.58137525,899.8875525,4.678896433,4.449618686,15.19887438,44.971555,44.30084144
2287.903002,12798.3822,1565.117042,2448.232238,1814.714462,44.80074211,870.7266126,4.572959321,4.491148083,15.64262649,45.38412736,47.03676368
2283.199668,13395.59506,1593.199327,2607.56466,1706.360953,47.80845395,878.1929487,4.617788242,4.420151195,14.96905945,46.34884492,46.42347024
2242.762073,13291.94207,1640.061636,2405.743826,1595.488474,44.8703304,903.0549501,4.602884839,4.658898075,15.05878808,43.21964617,43.69959399
2281.761948,12863.54586,1557.348655,2571.619002,1576.610973,47.54691064,842.5652926,4.614205517,4.50007005,15.37655035,44.94563085,44.82352998
2305.510422,13630.76477,1562.090979,2570.727529,1469.678748,43.48030436,870.5209639,4.927603045,4.582926888,15.35875256,43.79544603,44.80980059
2296.658876,13341.90293,1470.350768,2569.703654,1527.644937,44.38981572,885.2419555,4.749354754,4.710845876,15.58640413,46.34933499,44.21825292
2168.546971,13259.69397,1603.13663,2595.251613,1435.471798,46.21781824,837.5040121,4.606754531,4.440548786,15.58584704,46.02683094,44.76626185
2223.444218,12975.35432,1543.983585,2486.802065,1537.882415,44.06813515,842.8120929,4.661901895,4.720411918,16.19306013,43.3547063,44.90012274
2138.863786,13436.87317,1522.262754,2405.912715,1558.618586,43.88316463,899.1246355,4.947946915,4.5370306,16.30709522,43.73115755,45.6955244
2207.482662,13281.8249,1495.450851,2419.509411,1622.405944,46.69537639,865.409054,4.853140023,4.675657096,15.28046559,45.20290435,44.85462808
2263.827964,12925.06056,1606.857655,2541.299927,1650.378107,47.12718645,840.1913443,4.677835511,4.705377058,16.37600761,45.64142948,46.83988243
2126.029993,12964.65312,1599.258217,2592.794229,1768.030262,44.3955139,884.2854702,4.560678802,4.565570054,15.40655008,45.67556374,46.6931488
2236.654043,13647.56592,1523.947,2497.072068,1816.393239,46.35048461,851.6850999,4.589116702,4.702122625,15.09091125,42.80919557,46.85531924
2274.365993,13590.35761,1565.602356,2472.907548,1864.421845,45.35461602,916.2430606,4.632086311,4.591292787,15.44441426,45.66048972,45.68447497
2235.068401,13298.82269,1524.675169,2499.606431,1897.247045,44.63546895,902.7551976,4.646720673,4.515841235,16.38469795,42.91282948,46.43260026
2106.889477,13533.65826,1543.749674,2603.325517,1779.900934,45.97635271,890.4071681,4.960815623,4.703607725,15.6574328,46.46024,46.60144105
2303.770018,13518.08544,1604.19577,2524.894256,1792.370533,45.76886324,838.5901251,4.691011414,4.443377222,15.08495413,43.50505017,46.25236353
2136.579767,12935.08115,1550.650541,2567.000225,1869.800232,43.88801217,895.4228057,4.944750252,4.45316423,16.05649126,42.59562969,45.00869751
2114.942377,13126.08402,1517.977853,2577.447792,1730.642276,43.67701181,898.7952819,4.749550747,4.514976155,15.3187251,45.0602393,43.41603059
2151.409243,13309.01961,1567.888659,2496.157539,1782.439398,47.30211304,865.0670635,4.846131678,4.715525369,15.3515885,45.74247487,45.6787971
2154.567203,13122.79717,1589.289814,2536.578024,1768.034891,46.12971972,896.4229734,4.962415245,4.394406594,15.52362562,44.92999737,45.96296888
2277.133212,13624.2019,1472.793397,2460.812417,1830.971823,46.1376467,852.7091934,4.630751597,4.683811353,16.6853881,45.6506508,43.25481635
2129.014622,13183.14713,1621.13311,2565.505268,1770.226994,47.26569954,917.6093087,4.604228644,4.758182284,16.28622232,44.00757478,47.03479833
2165.448579,13318.65178,1480.346309,2558.620115,1917.113805,46.816124,863.6614177,5.005391521,4.409593296,16.5104519,45.68624002,43.6987011
2240.375705,13505.94922,1565.922049,2620.999189,1898.818844,47.50522437,861.5513135,4.9691478,4.439878276,16.37771088,44.50216255,44.72998467
2130.530297,12625.56032,1592.577288,2572.25125,1939.83901,43.58967984,927.8168551,4.801328902,4.601991893,15.45869718,43.07003188,44.49437832
2232.827686,12687.32951,1561.57261,2528.178618,1923.839135,45.31294598,887.1178312,4.664699783,4.560288209,15.94924244,45.16255587,44.27858258
2241.402658,13397.50345,1570.352433,2426.370412,1849.197692,45.67475239,916.4183234,4.693449694,4.761579217,16.02755254,43.22110292,47.07264243
2282.11871,13185.46274,1598.183902,2422.948833,1715.936991,47.64042669,920.188995,4.992606939,4.390286181,16.11188463,45.8656902,44.04310074
2306.589659,13764.41881,1602.745065,2559.832511,1663.19006,46.5137583,864.3701597,4.663106699,4.752841864,16.64476532,43.5209086,45.06696127
2127.159651,14014.15047,1622.031574,2581.805612,1596.573394,47.38399019,881.2808743,4.791396603,4.682198156,16.6447451,43.72410163,45.03679996
2188.33497,13518.96072,1522.88323,2472.424193,1632.249468,44.0227487,898.5526552,4.977038734,4.792459517,15.7041283,46.01834012,43.75473063
2244.995472,13819.23388,1505.531536,2439.543455,1531.111236,47.21500499,889.4774058,4.604986065,4.447831053,16.6380097,43.87669637,43.88253575
2126.590995,14031.02438,1576.979792,2403.753295,1585.888615,46.12080486,919.7047329,4.836397876,4.79507762,16.9082577,44.3649473,45.77922326
2214.709159,13742.93449,1615.689899,2468.533719,1663.865906,45.40288397,892.6451537,5.013135174,4.690452447,16.31454225,45.55158264,43.79648481
2294.977134,13487.87576,1537.08333,2637.764179,1717.502997,44.16478155,851.1044066,4.84276508,4.533337219,16.01490031,46.09189386,45.08369672
2222.582147,13082.27711,1502.35095,2541.144383,1815.634924,45.10805874,861.4585373,4.882363577,4.377406014,16.58504226,44.61178766,45.72279724
2271.768488,14022.92842,1526.844261,2463.32278,1891.290947,47.68940111,906.6644515,4.574059135,4.803077903,15.77381573,43.1429864,43.36302602
2240.241935,13027.41462,1525.719791,2475.165517,1814.312039,44.45247116,926.6986022,4.969722393,4.638760262,16.16301256,46.36189836,45.27814746
2258.488627,12876.35186,1594.006406,2541.882789,1940.540605,44.82012162,912.7233792,4.764906014,4.4538581,16.80850334,42.70516421,44.88626591
2298.231515,12882.11107,1550.161141,2411.611097,2020.822461,44.08117415,932.5871586,4.78572222,4.494236312,15.91972767,46.07719689,47.05464699
2133.600424,12739.27793,1570.459876,2425.216272,1844.606588,44.95335641,885.8339379,4.773488109,4.411134337,15.88566265,45.92426472,45.56277382
2193.154697,13371.17445,1577.702576,2538.267339,1849.012676,45.64318266,862.8446485,4.677135065,4.400326678,15.75133884,43.67162869,46.68196762
2224.375799,13488.54191,1615.792868,2502.871133,1848.71979,46.14167117,883.2335635,4.711261001,4.477220238,16.46526613,44.06658269,46.6775404
2177.696942,13605.04493,1521.983964,2527.123743,1715.451855,46.41222802,926.3856864,4.687450635,4.626671994,16.21092954,46.34277308,44.11349655
2197.325344,13875.46998,1622.460808,2562.700708,1770.202275,44.11543064,917.1695461,4.943413618,4.646812997,17.00605801,43.02349008,45.94469504
2143.920935,13017.9224,1484.387918,2443.324927,1653.571029,46.86358643,923.6599761,4.779905281,4.516981058,16.42773848,43.79340444,45.40369741
2224.138734,13398.33087,1604.077647,2587.093733,1692.981477,44.91756357,900.6445832,4.606849144,4.500166209,17.09672383,44.76816618,46.20266998
2125.837207,13079.90303,1549.909042,2615.947389,1595.599733,47.25587856,857.8800883,4.563667549,4.696301398,16.98365979,43.09683541,43.41926823
2259.128463,12893.65099,1511.385023,2628.691854,1754.46456,45.82516401,873.0273273,4.684732837,4.601756223,16.37701446,45.26471841,45.89607667
2241.480056,13810.32653,1493.846103,2421.267864,1670.874182,49.30098567,896.5028051,4.857504433,4.769159601,17.05880643,46.22661209,45.12408843
2258.957625,13508.83227,1619.425821,2538.682393,1792.956676,48.96088642,872.8671316,4.784627712,4.597615713,15.91851113,46.1698051,44.7516121
2177.695241,13157.56389,1511.0591,2473.021237,1742.248761,47.95125399,907.130636,4.631741161,4.656969394,17.27685797,44.21566834,45.89539996
2194.513394,13028.19028,1562.232219,2481.995983,1734.43835,45.44380441,954.2252335,5.009601529,4.641151442,17.27592416,43.76197612,45.24047736
2116.558821,13173.51773,1550.150313,2532.736064,1763.550433,45.51237083,950.7307814,4.580455546,4.76520417,16.89538522,45.389537,45.66802179
2182.185298,13940.36876,1613.736087,2558.098356,1801.420766,44.90716305,892.9654194,4.66593662,4.49304849,16.21112552,45.85984733,46.91192936
2185.469028,13440.19261,1511.517159,2552.706536,1878.535647,44.80103456,912.6057621,4.575029305,4.427110612,17.34307439,45.00251634,44.35299423
2286.589626,13121.15907,1494.818515,2603.977405,1883.309562,46.42233869,945.0247524,4.87719666,4.396544846,17.40101691,42.88373785,43.35840446
2301.357141,13867.89009,1588.806328,2511.672999,1864.156143,47.14084788,917.4170042,4.900428091,4.730638255,16.35226443,43.30342331,44.42455877
2255.081752,13456.58211,1605.378731,2604.869276,1826.518386,47.07073158,879.2841004,4.944900123,4.647323113,16.00030012,44.0084672,44.32636937
2148.294137,13155.42568,1501.990923,2520.737226,1752.223999,47.3888153,952.5556218,4.927960554,4.383005231,16.03459122,44.05600925,44.29260037
2202.579384,12912.78185,1625.104182,2611.231641,1768.045503,46.43771854,898.2220595,4.576957482,4.417064136,17.19711446,43.49559986,47.31001827
2302.836313,13734.02654,1542.213857,2577.950501,1629.031638,44.78039647,928.527222,4.673124728,4.689789166,16.21868949,45.22522794,46.22643087
2167.836837,13308.5654,1499.250838,2569.545693,1621.630011,45.15478184,875.6332005,4.941326705,4.748898601,16.49115041,44.70946609,44.79791959
2291.579683,13847.85014,1551.503538,2404.351179,1552.835336,45.30268855,933.0508193,4.759892164,4.644534927,17.26468755,46.19233935,47.03222864
2104.399024,12915.71019,1551.829979,2589.078313,1664.428599,43.93813985,928.6249661,4.857437942,4.76378972,17.41186627,42.63699066,44.94803682
2222.523556,12997.56268,1582.96413,2418.33054,1667.711327,44.33702784,886.3847086,4.730237286,4.526831101,16.43249905,44.76527471,44.41579839
2200.160955,13900.45715,1612.746978,2426.382222,1720.761292,47.44865868,929.3267591,4.842721875,4.753241188,16.28858133,44.96471548,45.46049804
2125.119166,13384.67494,1571.080214,2478.966158,1817.957947,46.60359759,941.6852235,4.628068135,4.795216415,16.27627972,43.52478386,43.61749804
2170.408514,13945.13063,1621.967517,2448.413255,1835.33253,45.30457978,913.0024376,4.839957759,4.641629833,16.74595793,43.18864032,43.50325551
2150.751456,12879.65907,1605.441633,2600.602507,1898.501382,44.83568221,903.1859444,4.995305072,4.663828618,17.57694492,45.35955881,43.20124441
2203.237114,13720.45593,1534.645122,2480.174727,1794.401101,44.38618035,923.7111072,4.646758,4.529158473,16.02772304,43.93688312,45.93353681
2161.047954,12838.22872,1560.466031,2565.410448,1798.815454,47.2318876,930.5902113,4.696492882,4.551616411,17.10577871,44.18648726,43.62561056
2293.08959,13271.92288,1619.121929,2458.138189,1946.645166,44.64901619,898.8069241,4.764687604,4.559979314,17.29972095,43.96510012,46.85742021
2152.990019,12966.29154,1528.514243,2548.14199,1897.307952,44.50896036,927.9696112,4.937888803,4.71150018,16.58113884,45.23306766,46.30803122
2258.613464,13368.85111,1570.323523,2451.846388,1824.353069,45.90536903,928.0701685,4.878035687,4.775457311,16.92182124,44.68267289,43.66132855
2133.076486,12998.17153,1557.956935,2514.687675,1725.828706,45.92960989,920.8480542,4.922341125,4.483240022,16.94428961,42.9045682,46.4228252
2219.232762,13918.36391,1475.231916,2494.523199,1765.340866,46.25088416,946.2826544,4.609864124,4.522849857,16.40899235,43.35597239,44.38890202
2115.655703,13654.51099,1619.703171,2583.454112,1695.309519,46.15016625,901.550345,4.842789875,4.529509239,16.38741906,44.13106251,46.97037853
2259.789402,13490.70062,1552.477039,2567.821682,1586.107213,43.99500429,906.0396428,4.730816759,4.795961929,17.21998293,43.5071282,45.4508067
2135.66089,13339.09675,1536.319975,2567.299159,1665.453902,47.04346668,940.4258104,4.672252292,4.451236865,17.5488131,44.60570551,46.70932544
2203.363576,13754.76484,1526.365656,2425.248405,1571.127845,45.04736172,896.8831643,4.919204235,4.618590627,16.65326946,44.60966859,45.0560685
2198.758232,14079.58458,1510.630012,2385.682571,1698.218303,46.81247475,922.688717,4.944653726,4.549457296,16.23229719,45.70342072,46.63000163
2241.379034,13992.51335,1592.966252,2475.200521,1598.679113,45.57140426,943.6662275,4.974839667,4.771106867,17.06053208,44.01243531,43.1489182
2110.043426,13891.57388,1587.778212,2503.399117,1624.706247,45.30939255,927.0232855,4.614975248,4.616285151,16.70746176,42.81515322,43.89556243
2237.300962,13293.52051,1499.231969,2567.886973,1649.146481,47.99259261,908.93202,4.673247939,4.483155174,16.18487072,43.64111246,45.73073972
2145.988515,13129.07781,1542.675729,2472.083469,1847.30897,44.5132691,900.2567323,4.905036603,4.784882013,17.0031604,42.13114299,43.98262167
